UUID,REF,LCX,KEYWORDS,RCX,lemma_bfm,pos_bfm
fff87c0a-e6eb-4d0c-968d-00f7b647c0a8,"regcrim2, p. 230","ville de Rungy dessus dite , en laquele , après heure de nonne , ilz",arriverent,"au-devant de l' ostel du presbitaire , ouquel lieu il qui parle par plusieurs fois",VERcjg,|arriver|
eba35425-afa6-46fc-8cb0-9e7bcd2c27b3,"regcrim2, p. 235","Fresnes , et d' ilec alerent en ladite ville de Rungy , en laquele ilz",arriverent,"environ heure de nonne , demanderent aus habitans d' icelle ville et voisins dudit curé",VERcjg,|arriver|
e1733e3e-8ea6-438e-9537-96d38c7fc8c7,"regcrim2, p. 269",pour les injures qu' il lui avoit faites et dites . Auquel lieu eulx tous,arriverent,"environ minuyt , hurterent et appellerent icellui Badier , disans qu' il leur ouvrist l'",VERcjg,|arriver|
2f3ca1b7-ee7c-4ff4-af86-5f807d5adf2f,"melusine, p. 39","plus , car il ne lui convient que commander . » En ces paroles disant",arriverent,es paveillons . Et fu le conte logié ou plus riche qu' il eust oncques,VERcjg,|arriver|
c0ba38c9-fd80-4dd9-bfdb-5ac0c3ef2c32,"melusine, p. 78","C' est Dieu mercy et vous . » Et lors , en ces paroles ,",arriverent,"a Lusignen , et descendirent . Et fu la feste moult grant , et dura",VERcjg,|arriver|
25abcb04-a69f-4ec5-8179-673680ef7171,"melusine, p. 83",que Melusigne fu moult curieuse de apprester l' affaire de ses enfans . Et fist,arriver,"au port de la Rochelle grant et riche navire , tant de galees , comme",VERinf,|arriver|
e9160085-e7be-4c3c-b567-d50c7ffb7630,"melusine, p. 88",vers Chippre . Comment les deux enfans se partent du port de la Rochelle et,arriverent,au Lymacon en Chippre . Comment les deux enfans se partent du port de la,VERcjg,|arriver|
d1f4c1ef-9601-4948-9875-18f1ffac20c9,"melusine, p. 88",en Chippre . Comment les deux enfans se partent du port de la Rochelle et,arriverent,"au Lymacon en Chippre . L' ystoire dit que , quant Uriiens et Guion et",VERcjg,|arriver|
02102873-2fde-464f-9c49-5235a034cf70,"melusine, p. 91",", dist Uriiens , or soit fait ou nom de Dieu . » Lors se",arriverent,"et ancrerent au port , et manderent a l' abbaye que ilz ne se doubtassent",VERcjg,|arriver|
2af7e7e9-f37c-4c26-bae7-d4e6817ea7c2,"melusine, p. 124",", par force de vent et de la mer qui se tourmenta un petit ilz",arriverent,"au Cruq en Armenie . Et quant le roy de Armenie , qui estoit frere",VERcjg,|arriver|
24e9bf41-58d5-47e3-88aa-dda011807470,"melusine, p. 125",comme gent duit du mestier d' armes . Et entrent en petiz vaisseaulx et se,arrivent,a terre et montent a cheval et s' en vont vers le Cruq . Et,VERcjg,|ariver|arriver|
57345d64-d7ae-4a0b-b682-af0f1b14800e,"melusine, p. 128",que ly Chipprien n' eussent point de roy . Et s' avancoient fort de venir,arriver,"sans ce que ilz feussent apperceu ou pays , pour mieulx venir a leur intencion",VERinf,|arriver|
46e57f36-dd51-47e9-8da3-131b832fe764,"melusine, p. 128",". Et avait ordonné sur pors gardes , que tantost que ilz les verroient venir",arriver,", ilz feroient signes de feu ; par quoy , en moins d' une nuit",VERinf,|arriver|
ec233847-bc5b-4928-8886-8e9bb706c7d6,"melusine, p. 128","ou millieu des pors de son royaume , pour plus tost estre ou les Sarrasins",arriveroient,pour prendre terre . Et faisoit le roy Uriien si grant semblant qu' il donnoit,VERcjg,|arriver|
43885340-9190-46be-af89-0573df74d372,"melusine, p. 129",", de trait , d' eschielles et de pavaz . Et celle navire venoit pour",arriver,au Chamdelour . Et ce chemin venoit Guyon et le maistre de Rodes et leurs,VERinf,|arriver|
e0625628-454c-4531-8533-758037f75c7b,"melusine, p. 131","de ces gens qui sont au port , ilz n' ont talent de nous laissier",arriver,sans riote . Ilz ne monstrent pas qu' ilz aient gaires doubte de nous .,VERinf,|arriver|
6e9c831e-72c0-481f-a204-0e8c991c0028,"melusine, p. 132",. Et cependant s' en vint Guyon et le maistre de Rodes et leurs gens,arriver,"au Lymacon , dont le cappitaine fut moult joyeux et leur dist comment Sarrasins ont",VERinf,|arriver|
4e69e2a2-6a24-4f29-b94f-1afd31e11ebe,"melusine, p. 139","va moult doulent par la mer , et jure ses dieux que se il puet",arriver,"a sauvetté a Damas , que encore fera grant ennuy aux Chippriens . Et ainsi",VERinf,|arriver|
7453947e-1697-4782-a5c1-ff0630b90798,"melusine, p. 140","en cellui jour que la feste devoit estre , huit jours devant , commenca a",arriver,"grant peuple en la cité , de quoy le roy fu moult joyeux . Et",VERinf,|arriver|
8daa8aeb-e7c0-48ac-bfb7-f6ff8dc2f0bf,"melusine, p. 143","dire : « Ma damoiselle , on dit que ceulx qui sont alez en Chippre",arriveront,"par temps au port . » Lors fu Florie moult joyant , et vint a",VERcjg,|arriver|
55f1db4a-d2ab-4e25-a4d5-1fc52a96726f,"melusine, p. 144","congié , et aussi fist le grant maistre de Rodes , qui fist les barons",arriver,"en l' isle et leur fist moult bonne chiere et grande , et aussi firent",VERinf,|arriver|
85e2f3eb-d984-4826-ab0c-96a8c979e5bc,"melusine, p. 144","chief de V. jours se mistrent les barons en mer , et en brief temps",arriverent,"en Chippre , et compterent au roy Uriien toute la verité de la recueillette que",VERcjg,|arriver|
6904942a-f9d5-4424-b447-08ed32eeef06,"melusine, p. 145",", singlerent tant par mer qu' ilz apperceurent le port de la Rochelle et y",arriverent,", au plaisir de Nostre Seigneur , a grant joye , et tirerent tout le",VERcjg,|arriver|
def320a0-e286-4a19-95b6-bd5fd6087d93,"melusine, p. 145","grant et noble soubz Lusignen , en la praierie . Et la feste durant ,",arriverent,a la Rochelle les barons de Poittou qui s' estoient derrenierement partiz de Chippre .,VERcjg,|arriver|
d8f58a7b-d08b-4e0d-a609-ecb01a8406d9,"melusine, p. 194",et le roy d' Ausaiz et leurs gens . Tant chevaucha l' ost que ilz,arriverent,"a Couloigne et vindrent les bourgois encontre eulx a belle compaignie , et firent passer",VERcjg,|arriver|
c98fe80c-fbed-4f85-b853-9efbc945ac49,"melusine, p. 212","les trouvoit sur la mer , car il n' avoit pas entencion de les laissier",arriver,"en son pays . Et quant Gieffroy scot ceste nouvelle , si jura Dieu que",VERinf,|arriver|
23fd8d9e-d4b1-48c3-bfc6-25b9131209c4,"melusine, p. 213","traire vers la Rochelle , ou Melusigne et Remond estoient , qui y avoient fait",arriver,moult bel navire et bien pourveoir et advitaillier de tout ce qui y estoit neccessaire,VERinf,|arriver|
cb2b2d1b-e8af-46f9-9f8f-c57ad08899de,"melusine, p. 213","vins mil Sarrazins , et avoient leur navire tout prest . Et orent entencion de",arriver,"premierement en Armenie , et destruire premiers l' ille de Rodes et puis le royaume",VERinf,|arriver|
2b0676ad-77e2-435e-9b79-44e8ff099b7f,"melusine, p. 215","est , et ayez voz gens tous prests sur le port , s' ilz vouloient",arriver,"par force , que ilz en feussent contrediz . » Et cil si fist le",VERinf,|arriver|
b9cbb167-90f8-40ee-a03a-edcf76292c34,"melusine, p. 215","noble armee envers le port de Japhes , car il ne veult pas que Sarrasins",arrivent,en son pays . Mais dictes a son frere que il et vous a tout,VERcjg,|ariver|arriver|
e17abfad-41e8-489a-8bd2-98e0910be6a0,"melusine, p. 220","dictes verité . Or faisons traire noz gens hors des vaisseaux , et les laissons",arriver,"paisiblement . Mais pour neant en parlent , car ilz yssent moult appertement , sans",VERinf,|arriver|
cb832b1c-cf3a-455b-8e27-bc6689e5a86c,"melusine, p. 238",A tant prent congié et entre ou vaissel . Comment Gieffroy entre en mer pour,arriver,au port de la Rochelle . Comment Gieffroy entre en mer pour arriver au port,VERinf,|arriver|
1859f8db-a35f-4575-89c5-87bbfd51efaa,"melusine, p. 238",mer pour arriver au port de la Rochelle . Comment Gieffroy entre en mer pour,arriver,au port de la Rochelle . En ceste partie dit l' ystoire que Gieffroy singla,VERinf,|arriver|
bf0f0ea0-62a1-467c-8db5-52772d97fbdc,"melusine, p. 274","furent partiz de Thoulouse , parmy la Guienne , qu' ilz vindrent en Poictou et",arriverent,a Lusegnen ou ilz trouverent Gieffroy et pluseurs des barons du pays . Ilz le,VERcjg,|arriver|
91c84186-0a5b-44aa-a36c-4a75f86b84b5,"anglure, p. 74",oultre tout le jour par desers jusques a environ heure de vespres que nous venismes,arriver,a Saint Anthoine sur le flun du Nil . Et cellui soir mesmes rentrasmes en,VERinf,|arriver|
bb96ce93-db79-413c-82d5-08faffedc04c,"anglure, p. 99","droicte ordonnance les Veniciens envoyent chascun an . galées en la Terre Saincte , et",arrivent,toutes a Barust qui est le port de Damas en Surie ; et d' illec,VERcjg,|ariver|arriver|
fd29f7f7-c2b3-45ba-8490-2bb9d458c34b,"QJoyesKa, p. 139r","mort de son filx Joseph , ne furent point pareilles a ceste douleur . Or",arrive,"au païs et sceit la chose certainement . S’ il est homme d’ onneur ,",VERcjg,|ariver|arriver|
8754c323-6cfb-4818-ae93-0cfaa8c9ff59,"baye1, p. 220",touchié de requerir provision pour la ville de Paris où pluseurs gens d' armes doivent,arriver,"en brief en la compaignie des ducs de Berry , de Bourgoigne , de Breteigne",VERinf,|arriver|
4d47844f-5740-4554-b832-e7ca2866ac8c,"DocSMichel_a, p. 122",eulx rendu ainssoys que les diz baleinier de Chierebourg et escaffe de la Polle peussent,arriver,"a eulx , lesquelz Cristofle et ses compaignons revindrent le dit jour . Et semblablement",VERinf,|arriver|
62745dc1-dc9d-429d-8bfd-2a826c3e3bc4,"cdo_ballades, p. 169, v. 14","Qui d' estranges pays devise , Affin que dedens il advise A quel port pourra",arriver,", Et le chemin a chois eslise , A bien aler et retourner . Pour",VERinf,|arriver|
0000d5b3-2291-4bdf-9576-e396fae3067a,"cdo_rondeaux, p. 482, v. 5","qui j' ay ma fiance ; Droit ou pays de Desirance , Briefment puissiez faire",arrivee,", Affin que , par vous , soit gardee De la tempeste fortunee Qui vient",VERppe,|arriver|
225e6892-7fe1-42df-8754-9008e43ab3ed,"SBath2, p. 69",homme ce fuct aproché de la nef et il eust aperceu qu' elle n' estoit,arrivee,en ce lieu par aulcung moyen sinon par la grace de Dieu et eut veu,VERppe,|arriver|
45422520-6f33-4262-afcb-51103b273ee9,"jouvencel1, p. 20","saulf - conduit pour eviter le dangier des ennemys du party dont je tenoie ,",arrivay,"à l' un des chasteaulx dessus dis , lequel se nommoit Luc , contraire à",VERcjg,|arriver|
49f47d48-9aeb-4fcb-807d-5e07e35ac712,"jouvencel1, p. 34",", quant nous eusmes bien cheminé , il nous convint traverser le grant chemin qui",arrive,à Verset : autrement nous n' eussions point entré où estoient les chevaulx . Mais,VERcjg,|ariver|arriver|
17b7863d-da19-41cc-a705-31a8ec84a7fe,"jouvencel1, p. 35","pour couvrir leur tract . Et chevaucherent tant qu' ilz passerent oultre Verset , et",arriverent,"en ung fort buisson , où ilz ordonnerent leur embusche devant l' aube crevant .",VERcjg,|arriver|
3f22bb15-86c2-4fc4-b029-45c8c5679c9c,"jouvencel1, p. 73","Virgille , es vaincus n' a pas grant fiance . Si chevaucherent tant qu' ilz",arriverent,en la ville de Crathor . Et là furent le Jouvencel et Jehannin l' archier,VERcjg,|arriver|
949cdf98-c779-4348-9899-d403e73a93a8,"jouvencel1, p. 84","autres habillemens qui nous sont necessaires , tellement que , se Dieu plaist , nous",arriverons,en la Grant - Lande environ dix heures au soir . Or allez et vous,VERcjg,|arriver|
2ccc7913-51e8-41d9-922c-d90c8bbfefe7,"jouvencel1, p. 85","Jouvencel et dist ainsi : « Sceurement , cappitaine , je scay bien qu' ilz",arriveront,"tantost , car ilz le m' ont mandé et fait dire qu' ilz se trouveront",VERcjg,|arriver|
a2be1819-2155-4f2c-bc69-8dc613af19ba,"jouvencel1, p. 88","faitte , chacun exploita à faire ce qui lui estoit en charge ; et tous",arriverent,le plus celéement et le mieulx qu' ilz peurent es lieux qui leur estoient ordonnés,VERcjg,|arriver|
397092b3-0018-4c1c-8e32-dab670a06b70,"jouvencel1, p. 106","jour sera venu , nous partirons ung peu tart , affin que nous ne puissions",arriver,sur eulx qu' il ne soit nuyt serrée . Et faudra qu' il soit nuyt,VERinf,|arriver|
c33ea02a-5819-45fa-9c8c-d3016a62c0ac,"jouvencel1, p. 106","mirent à chemin , ainsi qu' ilz avoient ordonné , et chevaulcherent tant qu' ilz",arriverent,"en une grande lande , qui estoit loing du grant chemin ; et là firent",VERcjg,|arriver|
ef78cd3a-bad9-431c-9aad-ff435c1fe95b,"jouvencel1, p. 107",fait . Ainsi cheminerent au plus celléement qu' ilz peurent et tant firent qu' ilz,arriverent,"au villaige , où estoient logiez leurs ennemys . Mais , pour le bruyt ou",VERcjg,|arriver|
45ffae0a-c009-4d03-a908-8f729e68b8da,"jouvencel1, p. 144","le siège . Et , ainsi qu' il vint contre le point du jour ,",arriverent,bien cent chevaulx des ennemiz du Jouvencel à son logeiz et firent moult grant bruit,VERcjg,|arriver|
a381a226-cd40-4485-9c10-9690356974e5,"jouvencel1, p. 152","paiges , ou lieu où ses ennemys ne les povoient gaingner . Et tantost si",arriverent,"les ennemis beaucoup en plus grant nombre qu' il n' estoit , qui sus piés",VERcjg,|arriver|
a848e84d-3c56-4801-a7ba-e19e3d0d283b,"jouvencel1, p. 152","de pié coy sans bougier ; et tellement marcherent les ennemys que , quant ilz",arriverent,"au Jouvencel , ils estoient en la grosse alaine et marchoient les ungs après les",VERcjg,|arriver|
3a8b09bf-60d8-4e6e-ac14-1cbd93ba98a0,"jouvencel1, p. 152","autres . Car tous n' estoient pas d' une force . Les premiers , qui",arriverent,", furent renversez et mors ; et , quant ceulx de derrière l' adviserent ,",VERcjg,|arriver|
f17909ea-53b2-4732-91d8-cce82c0a24a7,"jouvencel1, p. 177","marcherent jusques à Luc , au moindre bruit qu' ilz peurent , et ilz y",arriverent,"à la fin du moys . Et là trouverent le Mareschal de Crathor , qui",VERcjg,|arriver|
9d1e3b37-5624-46c1-bcbe-d5694dcb923b,"jouvencel1, p. 178",pas mener ceste puissance de nuit . Et pour ce regarderons l' eure que vous,arriverez,"là , que vous pensissez les surprendre . Et si soyez bien sceurs et advisez",VERcjg,|arriver|
5f2c69d0-b361-4859-b1ee-f673020deb24,"jouvencel1, p. 200",", ou en chemin , si vous voyez qu' il soit affaire . Quant ilz",arriveront,"à leur place , pareillement . Et povez choisir tel parti qu' il vous plaira",VERcjg,|arriver|
38294b42-07ad-4aa5-a394-a1b2294d3dd9,"jouvencel1, p. 216",à terre et se sauva à pié par ung marais qui y estoit . Tantost,arriverent,messeigneurs les Mareschaulx et le conte de Parvanchières et toutes leurs batailles . Et virent,VERcjg,|arriver|
b8e4bf00-0a2e-48a7-94e6-b4984b866d1e,"jouvencel2, p. 16","faire ce qui leur estoit commandé . Aussitost que la porte fut ouverte , ilz",arriverent,"devant et rebourserent le chemin , ainsi que chargé leur estoit , et prindrent chevaulx",VERcjg,|arriver|
160f939f-ea5c-4743-a760-964ef2480fe8,"jouvencel2, p. 23","le fait de la justice et de la police du païs . Le lendemain ,",arriverent,"trois des gens de l' hostel du Roy et ses conseilliers , c' est assavoir",VERcjg,|arriver|
5cb60a67-9115-4d85-a56a-6edb50a26946,"jouvencel2, p. 85","recueillist et fit logier au mieulx qu' il peust et , pour ce que ilz",arriverent,"sur le tart , leur voullut donner à soupper . Mais le cappitaine de Crathor",VERcjg,|arriver|
8b8a77d1-4f59-45a0-8aa6-d8342c5944df,"jouvencel2, p. 88",la charge d' aller devant chevaucherent et allerent tant par leurs petiz pas qu' ilz,arriverent,"à Francheville , qui estoit une grosse ville champestre , où il y avoit grosses",VERcjg,|arriver|
afdfe657-a02e-4da3-b776-184596952e27,"jouvencel2, p. 100",subtille et ne treuve si petite entrée que elle ne passe ; par où elle,arrive,", elle est sans merci . Les plus perilleuses armes du monde sont à cheval",VERcjg,|ariver|arriver|
8af07df1-56fc-4105-9601-2ce53c1820f1,"jouvencel2, p. 130",car dedans Escallon avoit beaucoup de vaillans gens ; et fut bien besoing qu' il,arrivast,"à ceste heure - là atout son armée . à son arrivée , ses gens",VERcjg,|arriver|
920b301f-18a3-47f9-a843-75ff5c87c4cc,"jouvencel2, p. 146",à la venue du Roy . Il fut midi ou plus avant que le Roy,arrivast,"; et , quant il fust arrivé , il sceut et vit que le duc",VERcjg,|arriver|
0a04ec87-50df-4945-b2ec-50fbbf96b113,"jouvencel2, p. 188",", qui eurent grant joye de sa venue ; comment trois capitaines du duc Baudouin",arriverent,"ce soir là , lesquelz grandement il festoya et en remercia le duc Baudouin ;",VERcjg,|arriver|
e6e378af-ff93-4a7f-b109-6dc1524f1173,"jouvencel2, p. 195","garde . Ainsi chevaucherent tout le jour , tant que , au soir , ilz",arriverent,"entour la ville de Virance , où leurs logeiz estoient despartiz . Et le Roy",VERcjg,|arriver|
ae929311-fd53-4d63-9378-9053a11aae66,"tringant, p. 278","qu' on les combatist ; mais aucuns compagnons les chevaucherent tellement que , quant ilz",arriverent,"en la ville de Meung , ilz estoient hors d' aleyne ; car la pluspart",VERcjg,|arriver|
c2724394-982f-429a-97f4-f69121ebf09f,"jehpar, p. 9","grant compte , car ilz vouloient aller lever le siege de devant Seguonye . Si",arriverent,"devant une ville qui leur fut ouverte , appellee Burges , qui estoit une des",VERcjg,|arriver|
4bc3f88b-b919-4d58-a7cc-751557743a5e,"jehpar, p. 19",avoient si bien fait la besongne . Et firent tant par leurs journees qu' ilz,arriverent,"en Engleterre , ou ilz furent receuz a grant joye , et vindrent a Londres",VERcjg,|arriver|
dcefeccc-e439-4088-affa-fd86a50b6d0a,"jehpar, p. 26",. Comment les cent chevaliers et les cent pages tous montez et habillez de mesmes,arriverent,devers le roy de France a Vincennes . Les cent barons et les cent pages,VERcjg,|arriver|
55b8a0d8-4c33-4e30-984d-f7fc32af8a3c,"jehpar, p. 50",avoient fait et besongné avecq le roy d' Espaigne . Si firent tant qu' ilz,arriverent,"devers Jehan de Paris , et luy compterent au long ce qu' ilz avoient fait",VERcjg,|arriver|
9bc7e07f-94e0-49a1-85c1-1f8320c9c223,"jehpar, p. 51","moult grant matin , de la grant peur qu' ilz avoient que point ne veissent",arriver,Jehan de Paris . Si firent clorre tous les sentiers et rues de la ville,VERinf,|arriver|
009e005c-c651-4aa5-8afd-9bd5e44ca9f8,"jehpar, p. 51","que par devant le palais . Et ce pendant qu' ilz en parloient , vecy",arriver,"les deux heraulx avecq les deux pages , au point que devant avez ouy ;",VERinf,|arriver|
6cc0c301-4b11-4c2a-b92b-f5d57ac352aa,"jehpar, p. 53","et a vous . Certes , il ne nous fault riens , car les chariotz",arriveront,tantost qui apportent les utenxilles . Et dictes au roy que s' il estoit enserré,VERcjg,|arriver|
d588a40b-5f35-4594-a00e-122954ad0440,"jehpar, p. 53","la messe , vecy venir ung escuier courant qui vint dire : « Venez veoir",arriver,celuy Jehan de Paris ; hastez vous tantost . » Les roys prindrent les dames,VERinf,|arriver|
56a47046-1214-44d4-8b02-175a20cf2820,"jehpar, p. 54",Jehan de Paris vindrent en belle ordonnance après les chariotz de la tapisserie . Alors,arriverent,"deux cens hommes d' armes bien en point , armez et bardez comme tel cas",VERcjg,|arriver|
132c7d1c-91e3-4a80-87dc-fd9d40d42189,"jehpar, p. 57",". « Certes , dit la pucelle , je croy que Dieu et paradis doit",arriver,a ceste heure . Et que peult estre ce ? Est il homme mortel qui,VERinf,|arriver|
374eadc5-e7f3-4366-aefb-2ca0d8949c5c,"jehpar, p. 58",est la vaixelle et bagues de Jehan de Paris . » Et incontinant après va,arriver,"deux cens hommes d' armes tous em point comme pour combatre , et venoient quatre",VERinf,|arriver|
c7c2bec5-cece-4250-b33a-b41123c6646f,"jehpar, p. 59",", si n' amenera pas grant monde avecq luy , et point ne le verrons",arriver,". - Ne vous en souciez , dit le roy , car j' en seroye",VERinf,|arriver|
80f0aee3-c291-4495-8751-448365d9d9ac,"jehpar, p. 59",de la garde de Jehan de Paris entrerent en grant triumphe et honneur . Tantost,arriverent,six clerons moult bien em point qui sonnoient si melodieusement que c' estoit une belle,VERcjg,|arriver|
1d40844c-99b5-4cd6-b0eb-b5a6a0d389f0,"jehpar, p. 63",Comment les trompettes de Jehan de Paris entrerent avecq moult belle compaignie . Veez cy,arriver,"une moult belle compaignie avec les trompetes , lesquelles furent tantost oyes de ceulx de",VERinf,|arriver|
6ddf310a-78a3-451a-bfdf-e6ce84047e40,"jehpar, p. 66","entrerent en belle ordonnance . Quant Jehan de Paris fut entré comme avez ouy ,",arriverent,"les cinq cens hommes d' armes de l' arrieregarde , qui estoient demourez derriere pour",VERcjg,|arriver|
80c92d9e-b433-4c1b-857d-5d1eddcfa63b,"jehpar, p. 93","la royne ce partirent d' Espaigne , et firent tant par leurs journees qu' ilz",arriverent,"en France , ou ilz furent receuz par les bonnes citez et villes a grant",VERcjg,|arriver|
1501051a-19ac-42a9-9f5b-00495cdf8ec7,"jehpar, p. 93","bonnes citez et villes a grant honneur et triumphe , et firent tant qu' ilz",arriverent,"a Paris , ou la reception que l' on leur fit seroit trop longue a",VERcjg,|arriver|
2fe0cbef-7bca-41e4-8207-6fdd86f021b6,"commyn1, p. 58","meilleur pays et plus plantureux , et est chose presque increable des biens qui y",arrivent,. Je y ay esté depuis ce temps là avecques le roy Loys demy an,VERcjg,|ariver|arriver|
48419b71-ac4f-431e-ba2e-0b2fc7263ae6,"commyn1, p. 58","maulgré moy , tenu prisonnier en son palais , où je veoye de mes fenestres",arriver,"ce qui montoit contremont la rivière de Seine , du costé de Normandie . Du",VERinf,|arriver|
9be36334-e997-4521-a436-5dc636384fee,"commyn3, p. 42",", sentit ces nouvelles , il se hasta de tourner vers Londres , esperant y",arriver,le premier . Toutesfois luy sembloit - il bien que la ville tiendroit pour luy,VERinf,|arriver|
370c57b9-ccf6-4d0e-a05a-a00217dc3d6f,"commyn4, p. 53","; et estoit le roy à la porte , qui de loing les povoit veoir",arriver,". Pour ne mentir point , il sembloit bien qu' ilz fussent neufz à ce",VERinf,|arriver|
bfdc74c6-9303-4f35-8b09-d6974d07cc7f,"commyn5, p. 55","dedans l' ost , et puis se tourna contre son maistre , quant il veït",arriver,"lesditz Allemans , comme j' ay dit . Et puis , quant il veït que",VERinf,|arriver|
47919e4e-6751-4f9a-9c2d-78928a1d6a14,"commyn6, p. 33","serviteurs tuéz par la ville . Après ce cas peu de jours advenu , je",arrivay,audict lieu de Florence de par le roy ; et ne tarday guères depuis que,VERcjg,|arriver|
edb75bf9-d4ca-447a-874f-7c01e421c3e8,"commyn6, p. 43",de tous pointz la parolle et toute congnoissance et memoire . Sur l' heure y,arrivastes,"- vous , monsr de Vienne , qui pour lors estiez son medecin . A",VERcjg,|arriver|
93ade402-139e-4147-82f6-3749259342a2,"commyn6, p. 43","allé à Argenton , qui est à quelque dix lieues de là . Quant je",arrivay,"là , le trouvay à table , et avec luy maistre Adam Fumée , qui",VERcjg,|arriver|
d2525a55-3f9b-4d38-86f5-45f0cc5e6af3,"commyn7, p. 106",Et jusques là vient la mer et n' y a nulle plus prochaine terre pour,arriver,"à Venise ; mais la mer y est fort plate , s' y ne faict",VERinf,|arriver|
5304ea0e-26d8-4e2c-b7b6-5dc5bfa5b2b6,"commyn8, p. 49",bien cent varletz de sommiers et mirent le cariage en grant desordre . Comme j',arrivay,"là où estoit le roy , je le trouvay qui faisoit des chevaliers ; et",VERcjg,|arriver|
1db91662-de6a-4dad-ab6a-125cce3a0a45,"commyn8, p. 67",parties ; et me mys à chemin . Mais jà approuchoit la nuyt quant je,arrivay,sur le bort de ladite rivière ; et là me vint une de leurs trompètes,VERcjg,|arriver|
cd161f83-f253-4860-9215-a024b303e397,"commyn8, p. 113","roy des Romains , roy d' Espaigne et duc de Millan . Et quant j'",arrivay,"audit lieu , me recueillirent honnourablement , mais non point tant qu' ilz avoient faict",VERcjg,|arriver|
7d8b0784-765e-4786-b35f-12849750abbd,"villehardouin1, p. 114",por refraichir . Et cum il oïrent que li fils l' empereor de Costantinople ere,arrivez,"al port , si veïssiez maint bon chevalier et maint bon serjant aler encontre et",VERppe,|ariver|arriver|
86099132-5af5-4e18-ae87-29314bbf237c,"clari, p. 42","ne les oserent atendre , tant que li estores arriva , et quant il furent",arrivé,", si issirent li chevalier hors des uissiers tot monté ; que li uissier estoient",VERppe,|arriver|
bf846dad-da31-4a35-9215-83502935dd17,"dole, p. 43, v. 1395","or i parra , com vos le me saluerez . Bien est a droit port",arrivez,", ce li dites que ge l' i mant . » Cil s' en torne",VERppe,|ariver|arriver|
18480c2f-8285-45f0-8c3f-f0d48b184ca7,"SEustPr1, p. 16","e si gente , il la golosa e covoita forment ; e quant il furent",arrivé,", il demanda loier del passer . For ce qu' il n' orent dont il",VERppe,|arriver|
8dbc2064-ee67-4ae2-95aa-475fd58b06d2,"menreims, p. 16r",", et li dist : « Sire , melement est , li rois Richars est",arrivez,"a Baione atout granz genz , et sachiez qu' il vous a ja fait grant",VERppe,|ariver|arriver|
87c4b104-1db3-401c-9720-d38bfd1c226f,"moree, p. 30","on appelle Achaÿe , a l' encontre de Patras . Et quant il furent la",arrivé,", si y fist fermer . chastel de motes sur mer , et puis commença",VERppe,|arriver|
64264118-9334-45f2-b02b-08798ef46a56,"moree, p. 53","Zacarie , la ou est la ville de Clarence . Et quant il fu la",arrivés,", si envoia la de sa mesnie en Andreville a messire Goffroy pour ce qu'",VERppe,|arriver|
b1edb387-4bb0-4617-a525-de131fb37cf0,"moree, p. 62",à la Glisiere . Et quant il sot que la fille de l' empereor estoit,arrivée,"au port de Beauvoir , si ala tout droit vers la dame et entra dedens",NOMcom,|arrivée|
4068199a-2101-465c-a4be-d029119db4ea,"moree, p. 214","mer , que il vint arriver au port de Clarence . Et quant il fu",arrivés,", si envoia les lettres qu' il portoit de part le roy a tous les",VERppe,|arriver|
daf4bdb6-f828-4330-accb-b7d25503a79a,"moree, p. 238","vaissiaux , si nagerrent tant que il vindrent a Clarence . Et quant il furent",arrivé,"au port , si troverent que messire Nicole de Saint Omer li baux estoit a",VERppe,|arriver|
e5c85c9a-3112-412c-abcc-e2c6ea56c526,"moree, p. 238",grant reverence ; et puis manda par tout le pays comment le prince Florans estoit,arrivés,a Clarence et que il venissent pour veoir les lettres dou roy . Lors vindrent,VERppe,|arriver|
e3379fd3-47c7-407c-9d52-a5eb81a080c6,"moree, p. 253","despot , comment . gallies estoient venues au goulfe de l' Arte , et estoient",arrivées,"au port de Saint Nicolas le Tort , a la vieille cité de la Prevasse",VERppe,|arriver|
035be559-1e74-4503-ae6d-33780cfa0314,"moree, p. 257","partirent de l' Arte , et alerent tot droit a Salagora ou ces gallies estoient",arrivées,. Et quant la gent des gallies virent venir le despot et les batailles arrangies,VERppe,|arriver|
82868839-7ff2-4ee8-9511-e84fb193f754,"moree, p. 271",et nagerrent tant qu' il vindrent a Corinte cellui soir . Et quant il furent,arrivé,"au port , si manderent querre chevaux . Si mirent monseignor Guy sus . paleffroy",VERppe,|arriver|
22b5653a-e946-4970-89a9-5f44305b61be,"moree, p. 310",il les deüst pourchacier d' avoir les appareillies quant les gallies de monseignor Rogier seroient,arrivées,; car il dist a soy meisme que il ne lui seroit honneur de beer,VERppe,|arriver|
39b70ce6-9c9b-4cc4-a7aa-da3a9012f5b4,"grchron9, p. 52","avoit mandé le roy par touz les pors d' Angleterre , que se elle y",arrivoit,", que elle fust prise comme celle qui avoit péchié ou crime de lese majesté",VERcjg,|arriver|
5e5c2fa8-1fe0-488e-a5d6-dbde1041ea0e,"grchron9, p. 53",", dont une damoiselle enfanta d' angoisse avant son terme . Quant la royne fu",arrivée,"à port , les Anglois et ceulz qui la gardoient de par le roy voudrent",NOMcom,|arrivée|
